Order_ID,Order_ID2,Order_ID3,Order_ID4,Order_ID5,Order_ID6,Order_ID7,Order_ID8,Order_ID9,Order_ID10,Order_ID11,Order_ID12,count
1068,Brandon Lin,Dresses,Wrap Dress,4,2765.26,,0,,Ahmedabad,B2C,1719.9,2
1069,Anna Allen,Accessories,Watches,2,2102.02,1.13,-546.53,11/03/2024,Delhi,B2B,-992.61,0
1070,Kimberly Ho,Jackets,Leather Jacket,5,,,0,06/04/2025,Hyd,B2B,1383.48,2
1071,Nancy White,Accessories,Sunglasses,,1000.76,,0,,Delhi,B2B,2131.43,3
1072,Eric Salazar,Dresses,Maxi Dress,,,,0,,Bangalore,B2C,2878.09,4
1073,Michael Williamson,Jeans,Straight Cut,-2,,0.18,0,,Pune,,368.69,3
1074,Lynn Morales,Dresses,Casual Midi,-2,,1.06,0,25/01/2025,Hyderabad,,192.91,2
1075,Jennifer Horn,T-Shirts,Crop Top,,795.85,,0,,Pune,B2B,2418.8,3
1076,Lori Preston,T-Shirts,Oversized T-shirt,2,,,0,07/01/2025,Bangalore,,1408.61,3
1077,Gabriel Parrish,T-Shirts,Oversized T-shirt,2,,,0,20/09/2024,Hyderabad,B2B,902.52,2
1078,Debbie Raymond,Jackets,Leather Jacket,,4059.56,,0,13/02/2025,Pune,B2C,-819.94,2
1079,Cheryl Clark,T-Shirts,Classic Tee,,,,0,,Hyd,B2B,-22.55,4
1080,Laura Thompson,T-Shirts,Crop Top,,3872.22,1.15,0,,Mumbai,B2C,-302.97,2
1081,Mary Lin,Jeans,Boyfriend Jeans,6,4798.06,0.81,5469.79,,Hyd,B2B,-361.78,1
1082,Nicholas White,Dresses,Bodycon,0,,,0,,Bangalore,B2B,712.91,3
1083,Timothy Farmer,Jackets,Bomber Jacket,1,,1.28,0,,Pune,B2B,-612.62,2
1084,Kevin Martinez,Shoes,Loafers,,,0.53,0,24/12/2024,Pune,B2B,2458.07,2
1085,James Martinez,Shoes,Slip-ons,,,0.02,0,18/10/2023,Pune,B2B,264.73,2
1086,Douglas Nelson,Accessories,Sunglasses,,948.33,0.46,0,16/03/2025,Bangalore,B2C,-865.22,1
1087,Thomas Ramirez,Jeans,Ripped Denim,,1976.75,0.81,0,08/07/2025,Mumbai,B2C,2790.95,1
1088,David Faulkner,Accessories,Caps,,3891.14,,0,08/05/2025,Pune,B2C,1374.27,2
1089,Dennis Ross,Shoes,Slip-ons,,1412.17,0.88,0,22/02/2025,Mumbai,,-355.26,2
1090,Heather Arnold,Shoes,Slip-ons,5,2477.82,,0,09/11/2024,Ahmedabad,B2C,-888.86,1
1091,David Bridges,Accessories,Belts,1,,,0,28/07/2023,Delhi,,156.43,3
1092,Jennifer Keller,Dresses,Bodycon,,,,0,,Pune,,1122.66,5
1093,Amanda Myers,Dresses,Bodycon,-2,,,0,03/12/2024,bengaluru,B2B,2966.76,2
1094,Betty Middleton,Jackets,Denim Jacket,-1,4741.41,,0,,Mumbai,B2C,1901.7,2
1035,Laura Porter,Accessories,Belts,,,,0,04/01/2025,Mumbai,B2C,1539.59,3
1033,Carla Phillips,Accessories,Belts,,421.92,,0,,Hyderabad,,2969.19,4
1097,Amber Smith,Accessories,Sunglasses,0,,,0,18/01/2025,Mumbai,,1141.15,3
1098,Diana Jones,Accessories,Caps,0,4752.04,,0,08/09/2024,Ahmedabad,B2C,129.37,1
1099,Valerie Walker,Shoes,Loafers,,,,0,22/02/2024,Pune,B2B,300.02,3
1100,Daniel Brown,Shoes,Boots,2,2011.73,,0,30/12/2024,Hyd,B2C,2493.5,1
1101,Stephen Smith,Jeans,Boyfriend Jeans,,,0.22,0,04/03/2025,Pune,B2C,2962.73,2
1102,Kimberly Walter,Jeans,Boyfriend Jeans,5,,,0,15/04/2025,Hyd,,2776.7,3
1103,Brandon Webb,Dresses,Bodycon,5,1521.46,,0,11/06/2025,bengaluru,B2B,1713.47,1
1104,Andrew Moreno,Dresses,Maxi Dress,3,2752.71,,0,11/06/2024,Ahmedabad,B2B,1660.01,1
1105,Willie Smith,Dresses,Maxi Dress,-2,,,0,,Ahmedabad,B2B,616.04,3
1106,Evelyn Allison,Jeans,Boyfriend Jeans,3,,,0,01/04/2025,Pune,B2C,53.28,2
1107,Elizabeth Hood,Jeans,Straight Cut,,4948,,0,,Delhi,B2C,1064.86,3
1036,Nathaniel Thomas,Jeans,Straight Cut,1,4601.44,,0,16/12/2024,Mumbai,B2C,2145.66,1
1109,Nicole Evans,Jeans,Ripped Denim,,,,0,02/05/2025,hyderbad,B2C,2133.58,3
1110,Michael Velasquez,Jeans,Slim Fit Jeans,4,,,0,26/06/2025,Mumbai,B2C,2155.68,2
1111,Tammy Gonzales,T-Shirts,Classic Tee,,,,0,,Ahmedabad,B2C,748.93,4
1112,Sherry Shepard,Dresses,Casual Midi,,1027.56,,0,,Mumbai,,1160.17,4
1113,Derek Edwards,Jackets,Puffer Coat,,3864.5,,0,,Ahmedabad,B2C,-763.23,3
1114,Robert Williams,Dresses,Bodycon,6,568.61,0.2,2729.33,18/02/2025,Delhi,B2C,-689.16,0
1115,Carolyn Nelson,Accessories,Belts,,,,0,18/06/2025,Ahmedabad,,-624.26,4
1116,Olivia Jones,Jackets,Bomber Jacket,1,,,0,02/03/2025,Delhi,B2C,1733.04,2
1117,Molly Johnson,Jackets,Puffer Coat,,3567.55,,0,,bengaluru,,-455.6,4
1118,Jose Jackson,Accessories,Belts,,,,0,01/05/2025,Bangalore,B2C,1039.53,3
1119,Elizabeth Vega,Jeans,Ripped Denim,,,,0,14/05/2025,Mumbai,B2C,142.69,3
1120,Angelica Gonzalez,Jackets,Puffer Coat,,4709,,0,05/05/2025,Ahmedabad,,828.98,3
1121,Henry Parker,Shoes,Boots,,4109.6,0.42,0,,Pune,B2C,1422.36,2
1122,Jennifer Lee,Jackets,Bomber Jacket,0,4745.03,0.4,0,,Mumbai,B2C,2658.02,1
1123,Michael Clarke,Accessories,Caps,5,3978.76,,0,11/04/2024,Ahmedabad,,1494.78,2
1002,Jessica Gibson,Jackets,Puffer Coat,1,,,0,31/12/2024,Ahmedabad,B2B,2513.75,2
1125,Jason Turner,Shoes,Boots,-2,,,0,,Delhi,,-754.58,4
1126,Grant Munoz,Jeans,Boyfriend Jeans,2,,0.59,0,,Pune,B2C,1820.2,2
1127,Rhonda Ray,Dresses,Bodycon,3,4843.44,0.07,13513.2,07/08/2024,Ahmedabad,B2B,2881.91,0
1128,Susan Anderson,T-Shirts,Oversized T-shirt,,,0.43,0,,Hyd,,-68.49,4
1129,Miranda Thomas,Jeans,Boyfriend Jeans,-2,2412.36,0.23,-3715.03,27/06/2025,Mumbai,B2C,-668.36,0
1130,Samuel Miller,Accessories,Sunglasses,,,,0,,Delhi,B2B,2782.45,4
1131,Grace Chavez,T-Shirts,Classic Tee,5,,0.99,0,18/01/2025,Delhi,,-941.56,2
1132,Andrew Carlson,Jackets,Bomber Jacket,,,0.58,0,,Delhi,B2B,2043.57,3
1133,Erin Williams,Dresses,Casual Midi,,,0.6,0,,Ahmedabad,,806.19,4
1134,Melissa Jenkins,Dresses,Wrap Dress,3,,,0,14/05/2025,Delhi,B2C,1101.19,2
1135,Ronald Ballard,Shoes,Sneakers,4,1556.96,0.84,996.45,23/10/2024,Mumbai,B2B,1432.84,0
1136,Danielle Johnson,Jeans,Straight Cut,,3658.42,0.47,0,27/01/2024,Mumbai,,1897.33,2
1137,Jason Moore,Shoes,Sneakers,,4206.06,,0,23/04/2025,Delhi,B2B,1161.76,2
1138,Thomas Freeman,Dresses,Bodycon,,,0.26,0,,Hyderabad,B2C,-658.58,3
1139,Katherine Reyes,T-Shirts,Graphic Tee,,,0.21,0,28/10/2024,Bangalore,,-832.45,3
1140,Dawn Smith,Accessories,Belts,4,,,0,13/08/2024,Hyderabad,B2B,-127.91,2
1141,Sarah Pacheco,T-Shirts,Graphic Tee,,,1.15,0,19/04/2024,Delhi,B2C,429.67,2
1142,Daniel Alvarez,Dresses,Bodycon,6,3004.58,,0,22/02/2024,Hyderabad,B2C,-509.67,1
1143,Bernard Ramirez,Jackets,Denim Jacket,,,,0,05/05/2025,Bangalore,,816.49,4
1144,Mrs. Julia Ramirez,Jeans,Slim Fit Jeans,,,0.19,0,,Mumbai,B2C,2966.21,3
1145,Jorge Anderson,T-Shirts,Graphic Tee,-2,3607.9,0.94,-432.95,06/11/2024,hyderbad,B2B,-171.58,0
1146,Jacqueline Jenkins,Accessories,Belts,,,1.09,0,03/03/2025,Pune,B2C,-431.7,2
1147,Tracy Miller,Dresses,Casual Midi,,2875.46,,0,06/12/2024,Delhi,B2B,-794.99,2
1148,Travis Lopez,Accessories,Belts,,2471.48,1.11,0,23/01/2025,Mumbai,B2C,2247.9,1
1149,Steven Ortiz,Dresses,Bodycon,2,,,0,05/10/2024,Hyderabad,B2B,562.69,2
1150,Brittany Robinson,Accessories,Sunglasses,,1554.9,,0,17/10/2024,Ahmedabad,B2C,457.65,2
1151,Joseph Allen,Jeans,Straight Cut,4,2266.44,0.33,6074.06,17/07/2025,Pune,B2C,-655.45,0
1152,Matthew Deleon,Shoes,Slip-ons,1,,1.26,0,03/11/2024,Pune,,454.45,2
1153,Julia Evans,Accessories,Belts,1,478.59,,0,15/12/2024,Delhi,B2B,-681.2,1
1154,Robert Parks,Accessories,Watches,,,,0,10/10/2024,Bangalore,B2C,52.85,3
1155,Sean Small,Shoes,Slip-ons,,,0.64,0,08/11/2024,Mumbai,,2493.12,3
1156,Jacob Moore,Dresses,Wrap Dress,3,,0.93,0,,Delhi,,1699.17,3
1157,Dean Allen,Jeans,Ripped Denim,6,645.03,,0,25/06/2025,Ahmedabad,B2C,2724.92,1
1158,Vicki Jackson,Dresses,Wrap Dress,,4516.08,,0,06/07/2025,Delhi,B2B,2164.95,2
1159,Robert Knox,Shoes,Sneakers,,3335.18,0.09,0,,Ahmedabad,B2C,235.11,2
1160,Ruben Oconnell,Dresses,Casual Midi,0,,0.77,0,11/11/2024,Hyderabad,,-711.19,2
1161,Laura Gallegos,T-Shirts,Classic Tee,,1801.91,,0,01/03/2024,Mumbai,,502.86,3
1162,Christopher Harvey,Shoes,Boots,4,,0.14,0,25/11/2024,Mumbai,B2C,2566.05,1
1163,Scott Hampton,Accessories,Sunglasses,,1033.58,0.68,0,09/01/2025,bengaluru,B2C,-441.46,1
1164,Steven Ingram,Accessories,Sunglasses,5,,,0,,Hyderabad,B2B,598.79,3
1165,Joshua Jones,T-Shirts,Classic Tee,2,,0.08,0,04/10/2024,bengaluru,B2B,-102.32,1
1166,Jennifer Johnson,Jackets,Bomber Jacket,,,0.91,0,27/08/2023,Ahmedabad,,285.44,3
1167,Robert Evans,T-Shirts,Oversized T-shirt,0,4595.9,0.09,0,14/05/2025,Bangalore,,-653.8,1
1168,Eugene Olson Jr.,Accessories,Sunglasses,0,3655.71,0.48,0,13/11/2024,hyderbad,,2024.15,1
1169,Kristine Sexton,T-Shirts,Classic Tee,-1,2948.26,0.9,-294.83,,Pune,,1285.15,2
1170,Marc Hull,Jeans,Straight Cut,0,,0.76,0,,Delhi,B2C,-528.7,2
1171,Richard Johnson,Jeans,Straight Cut,1,,,0,16/06/2025,Pune,B2B,2475.83,2
1172,Diane Davis,Jackets,Puffer Coat,-2,2719.32,,0,02/05/2025,Hyd,B2C,655.1,1
1173,Shaun Bush,Jeans,Boyfriend Jeans,,4063.39,,0,,bengaluru,,2034.39,4
1174,Tiffany Flores,Jackets,Leather Jacket,6,4984.65,0.42,17346.58,23/12/2024,Bangalore,,2931.32,1
1175,Ashley Brown,Dresses,Casual Midi,3,,,0,01/10/2024,Ahmedabad,B2C,728.61,2
1176,Bailey Williamson,Jeans,Boyfriend Jeans,6,,0.87,0,,Mumbai,B2B,-879.15,2
1177,Elizabeth Torres,Jeans,Straight Cut,,2426.13,,0,30/03/2025,Ahmedabad,B2C,353.91,2
1178,Joshua Anderson,T-Shirts,Crop Top,4,1204.59,,0,,Hyd,,2161.64,3
1179,Kevin Allen,Jackets,Bomber Jacket,0,,,0,04/04/2025,Mumbai,B2C,510.53,2
1180,Michelle Moore,Dresses,Bodycon,6,2495.96,,0,,Hyderabad,B2C,835.4,2
1181,John Barber,Jackets,Bomber Jacket,,,,0,16/03/2025,Mumbai,B2B,2564.06,3
1182,Andrew Mclaughlin,Jeans,Slim Fit Jeans,-1,,,0,06/08/2024,Pune,,-747.25,3
1183,Sherry Ward,Accessories,Watches,6,2372.3,,0,27/03/2024,Delhi,,1888.87,2
1184,Craig Farrell,Jeans,Ripped Denim,0,2697.1,,0,21/06/2025,Delhi,B2B,1518.99,1
1185,Stacy Brady,Accessories,Belts,,,,0,14/05/2025,Delhi,B2C,-445.19,3
1186,Daniel Patton,Jeans,Boyfriend Jeans,6,,0.71,0,12/06/2025,Bangalore,B2B,-40.48,1
1187,Karen Smith,Accessories,Belts,3,3810.89,,0,,Mumbai,B2C,1153.72,2
1188,Maria Morrow,Accessories,Belts,6,4910.28,0.12,25926.28,27/08/2024,Bangalore,,2089.25,1
1189,Elizabeth Johnson,T-Shirts,Oversized T-shirt,,4808.1,,0,28/01/2025,Ahmedabad,,392.87,3
1190,Antonio Boyd PhD,Jackets,Puffer Coat,,,0.63,0,27/05/2025,Pune,B2B,75.04,2
1191,John Tucker,Accessories,Belts,,2469.87,0.56,0,,Mumbai,B2C,2860.2,2
1010,Steve Mann,T-Shirts,Crop Top,0,,,0,,Hyd,B2C,2709.47,3
1193,Christine Lopez,Dresses,Casual Midi,,3031.06,,0,08/08/2024,Pune,B2B,-682.74,2
1032,Stephanie Booth,Accessories,Sunglasses,,,,0,09/07/2025,Ahmedabad,B2C,1941.65,3
1195,Christine Rodgers,Dresses,Wrap Dress,,,1.2,0,,Mumbai,B2C,1059.17,3
1196,Michael Hawkins,Jeans,Slim Fit Jeans,,3959.06,0.37,0,14/05/2025,Hyd,B2B,1539.5,1
1197,Dean Jimenez,Jackets,Denim Jacket,1,,,0,,Hyderabad,B2B,650.97,3
1198,Jacqueline Erickson,Accessories,Sunglasses,3,3594.97,,0,17/04/2025,Delhi,B2C,2422.27,1
1199,Jade Chavez,Shoes,Boots,,2317.1,,0,02/02/2025,Bangalore,,2637.77,3
1200,Laura Green,Shoes,Sneakers,4,,,0,,Hyd,B2C,2782.21,3
1201,Crystal Hayes MD,Jackets,Bomber Jacket,2,3507.85,,0,10/01/2025,Pune,B2B,1023.04,1
1202,Amy Walker,Accessories,Sunglasses,,,,0,23/03/2025,bengaluru,B2C,-207.53,3
1203,Amy Gonzales,T-Shirts,Crop Top,5,,,0,14/01/2025,Hyd,B2C,657.59,2
1204,David Parker,Shoes,Slip-ons,,4213.4,,0,12/11/2024,Pune,B2B,1867.53,2
1205,Jennifer Williams,Jeans,Slim Fit Jeans,,696.49,,0,11/06/2025,Delhi,B2C,-24.51,2
1206,Charles White,T-Shirts,Classic Tee,0,,,0,31/03/2025,hyderbad,,2472.24,3
1207,Jerome Richardson,Jeans,Straight Cut,,563.14,0.33,0,21/05/2024,Ahmedabad,B2B,945.7,1
1208,Jean Yoder,Jackets,Denim Jacket,1,,,0,10/01/2025,Mumbai,,648.73,3
1209,Theodore Yang,Accessories,Watches,,4029.87,,0,09/01/2025,Ahmedabad,,1447.79,3
1210,Rebecca Grant,Accessories,Watches,4,,1.16,0,26/05/2025,Delhi,,2179.54,2
1211,Kelli Young,Jeans,Ripped Denim,,1560.37,,0,04/12/2024,Ahmedabad,B2C,2783.91,2
1212,Bradley Quinn,Shoes,Slip-ons,-1,4098.12,,0,17/10/2024,Hyd,,-656.35,2
1213,Darrell Reynolds,T-Shirts,Classic Tee,,,,0,27/01/2025,Ahmedabad,,1093.98,4
1214,Alicia Hernandez,Jackets,Leather Jacket,4,1273.6,,0,18/06/2025,Hyd,B2C,1851.89,1
1215,Melanie Hoffman,T-Shirts,Classic Tee,6,3802.27,,0,,Ahmedabad,B2C,-266.99,2
1216,Benjamin Dunlap,T-Shirts,Classic Tee,6,,1.17,0,22/07/2024,Delhi,B2B,2986.8,1
1217,Cheryl King,Jackets,Denim Jacket,3,2850.38,,0,,Delhi,B2C,17.31,2
1218,Jamie Alexander,Dresses,Wrap Dress,3,1544.45,0.33,3104.34,31/03/2025,Hyd,B2B,707.56,0
1219,Kayla Crawford,Jeans,Straight Cut,,,,0,28/11/2024,bengaluru,,2206,4
1220,Amber Rivera,T-Shirts,Oversized T-shirt,,,,0,22/07/2024,bengaluru,,1598.22,4
1221,Cody Mitchell,Accessories,Belts,3,,,0,28/09/2024,Mumbai,B2B,898.67,2
1222,Karen Pennington,T-Shirts,Classic Tee,,683.85,,0,30/10/2024,Pune,B2C,1489.45,2
1223,Nicholas Thompson,T-Shirts,Crop Top,,,,0,,hyderbad,B2B,-531.05,4
1224,Shelby Lewis,Dresses,Wrap Dress,,,,0,21/03/2025,Ahmedabad,B2C,2219.56,3
1225,Gregory Flores,Shoes,Loafers,-1,1406.32,1.05,70.32,13/07/2025,Bangalore,,1937.71,1
1226,Jeffrey Haynes,Dresses,Bodycon,1,,1.15,0,26/10/2024,Ahmedabad,B2B,2806.56,1
1227,Antonio Moses,Accessories,Sunglasses,2,,0.25,0,05/03/2024,hyderbad,B2C,2096.68,1
1048,Dr. Adam Schultz,Accessories,Caps,,2298.27,0.59,0,27/03/2025,Pune,B2B,2994.93,1
1229,Allen Burton,Dresses,Bodycon,,,,0,,Delhi,,925.22,5
1230,Adam Bennett,Accessories,Watches,3,,1.2,0,,Hyderabad,,2725.11,3
1231,Ashley Stevens,Shoes,Slip-ons,1,1744.73,,0,,Pune,B2B,1393.69,2
1232,Sierra Miller,Shoes,Sneakers,2,2526.77,,0,14/09/2023,Mumbai,B2C,1494.67,1
1233,Katie Garcia,Jackets,Puffer Coat,-1,,0.07,0,25/04/2025,Bangalore,,2237.24,2
1234,Timothy Goodman,Jeans,Straight Cut,,1069.88,0.05,0,24/06/2025,Pune,B2B,110.58,1
1235,Rebecca Drake,Jackets,Bomber Jacket,,,,0,,Hyderabad,B2B,-403.94,4
1036,Juan White,T-Shirts,Oversized T-shirt,2,4802.42,1.18,-1728.87,18/04/2025,hyderbad,,605.03,1
1237,Matthew Holloway,T-Shirts,Classic Tee,,,0.29,0,09/06/2025,Pune,B2C,-465.98,2
1238,Scott Weeks,Shoes,Slip-ons,,,,0,,Pune,,2742.61,5
1239,Karina Davis,T-Shirts,Graphic Tee,4,644.58,,0,20/10/2024,Delhi,B2B,1097.88,1
1240,Melanie Ramirez,Dresses,Casual Midi,,4634.13,,0,29/07/2023,Bangalore,,2625.44,3
1241,Caroline Thomas,Jeans,Slim Fit Jeans,6,3111.95,,0,22/06/2024,bengaluru,,2814.82,2
1242,Pamela Navarro,Jeans,Ripped Denim,-1,,,0,18/02/2025,Pune,B2B,1576.74,2
1243,Jack Mccoy,Accessories,Caps,3,,0.69,0,02/12/2024,Ahmedabad,,779.51,2
1244,Ashley Walker,Dresses,Maxi Dress,6,,,0,29/06/2024,Ahmedabad,B2C,2574.76,2
1245,Christopher Mcknight,T-Shirts,Classic Tee,,1822.9,,0,13/12/2024,Delhi,,1076.34,3
1246,Dr. Derrick Scott,Dresses,Maxi Dress,0,,0.03,0,,Hyd,,733.8,3
1247,Jared Tate,T-Shirts,Crop Top,-1,,,0,,Hyderabad,B2B,1605.97,3
1248,Edward Morgan,Accessories,Watches,,,1.24,0,23/07/2023,Mumbai,B2B,397.41,2
1249,Tim Bauer,Accessories,Caps,,,0.23,0,10/09/2024,Pune,,809.89,3
1250,Anthony Lee,Shoes,Slip-ons,,,,0,,Delhi,B2B,1653.07,4
1251,Hailey Sullivan,Dresses,Casual Midi,2,4841.4,0.6,3873.12,04/02/2025,Pune,,578.37,1
1252,Brandy Clark,T-Shirts,Classic Tee,6,1638.51,0.88,1179.73,02/04/2025,Mumbai,B2C,1484.7,0
1253,Carlos Anderson,Dresses,Wrap Dress,,,,0,04/02/2025,bengaluru,B2B,2512.63,3
1254,Michael Henson,Shoes,Slip-ons,6,,,0,14/02/2025,Mumbai,B2B,2418.99,2
1255,Kim Campos,T-Shirts,Classic Tee,4,1849.68,,0,06/12/2024,Hyd,B2C,-706.09,1
1256,Janet Cooley,Jackets,Bomber Jacket,,1801.38,,0,18/11/2024,bengaluru,B2C,2071.1,2
